isofile,isoprotein,isopep,mw,isoz_charge,tim,chisq,symb,mz,B,OFF,GW,AMP_U,AMP_L,AMP_S,FRC_NX,avg_wr1A,avg_wr2A,avg_wr3A,avg_wr4A,avavg_wr6A,avg_wr7A,avg_wr8A,avg_wr9A,avg_wr10A,avg_wr11A,avg_wr12A,avg_wr13A,avg_wr14A,avg_wr15A,avg_wr16A,avg_wr17A,avg_wr18A,avg_wr19A,avg_wr20A,avg_wr21A,avg_wr1B,avg_wr2B,avg_wr3B,avg_wr4B,avavg_wr6B,avg_wr7B,avg_wr8B,avg_wr9B,avg_wr10B,avg_wr11B,avg_wr12B,avg_wr13B,avg_wr14B,avg_wr15B,avg_wr16B,avg_wr17B,avg_wr18B,avg_wr19B,avg_wr20B,avg_wr21B,avg_wr1C,avg_wr2C,avg_wr3C,avg_wr4C,avavg_wr6C,avg_wr7C,avg_wr8C,avg_wr9C,avg_wr10C,avg_wr11C,avg_wr12C,avg_wr13C,avg_wr14C,avg_wr15C,avg_wr16C,avg_wr17C,avg_wr18C,avg_wr19C,avg_wr20C,avg_wr21C,avg_wr1D,avg_wr2D,avg_wr3D,avg_wr4D,avavg_wr6D,avg_wr7D,avg_wr8D,avg_wr9D,avg_wr10D,avg_wr11D,avg_wr12D,avg_wr13D,avg_wr14D,avg_wr15D,avg_wr16D,avg_wr17D,avg_wr18D,avg_wr19D,avg_wr20D,avg_wr21D,avg_wr1E,avg_wr2E,avg_wr3E,avg_wr4E,avavg_wr6E,avg_wr7E,avg_wr8E,avg_wr9E,avg_wr10E,avg_wr11E,avg_wr12E,avg_wr13E,avg_wr14E,avg_wr15E,avg_wr16E,avg_wr17E,avg_wr18E,avg_wr19E,avg_wr20E,avg_wr21E,isoid,ailid_n14,ailid_n15,rt_n14,rt_n15,mz_n14,mz_n15,abundance_n14,abundance_n15,ailcharge,pks_multimer_n14,pks_multimer_n15,pks_ailiontype_n14,pks_ailiontype_n15,pks_featureid_n14,pks_featureid_n15,matchmode,ppm_n14,ppm_n15,sampleid,digestionid,digestpepid,n14mass,n15mass,protein,startres,endres,iontype,charge,missed,seq,mod,n14prox,n15prox,seqmod,file,comment,frac_lab,display_flag
msuPulseD_peaks/BSubS04_153_171_0_1115.53169730035_83.89,Su,ESVEVNNFVPEYLTFDAEK,2231.063, 2,153, 0.60273E+01,19, 171.000, 0.16491E+03, 0.75493E-01, 0.18804E-02, 0.17535E+01, 0.28430E+00, 0.16868E+01, 0.39057E+00, 0.78484E-02, 0.78484E-02, 0.14701E+02, 0.30819E+01, 0.30819E+01, 0.73093E+04, 0.54171E-03, 0.54171E-03, 0.74048E+00, 0.24200E+00, 0.11100E+03, 0.14028E-01, 0.41799E-02, 0.21044E+01, 0.22992E-03, 0.75025E-03, 0.37302E+00, 0.37789E-04, 0.71865E-03, 0.36448E+00, 0.35115E-04, 0.36928E-03, 0.36928E-03, 0.69170E+00, 0.14501E+00, 0.14501E+00, 0.34391E+03, 0.25488E-04, 0.25488E-04, 0.34840E-01, 0.11386E-01, 0.52228E+01, 0.66003E-03, 0.19667E-03, 0.99014E-01, 0.10818E-04, 0.35300E-04, 0.17551E-01, 0.17780E-05, 0.33813E-04, 0.17149E-01, 0.16522E-05, 0.17836E+00, 0.17836E+00, 0.33409E+03, 0.70038E+02, 0.70038E+02, 0.16611E+06, 0.12311E-01, 0.12311E-01, 0.16828E+02, 0.54996E+01, 0.25226E+04, 0.31880E+00, 0.94991E-01, 0.47824E+02, 0.52252E-02, 0.17050E-01, 0.84772E+01, 0.85879E-03, 0.16332E-01, 0.82829E+01, 0.79801E-03, 0.22784E-04, 0.22784E-04, 0.42677E-01, 0.89468E-02, 0.89468E-02, 0.21219E+02, 0.15726E-05, 0.15726E-05, 0.21496E-02, 0.70253E-03, 0.32225E+00, 0.40724E-04, 0.12134E-04, 0.61092E-02, 0.66748E-06, 0.21780E-05, 0.10829E-02, 0.10970E-06, 0.20863E-05, 0.10581E-02, 0.10194E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,768,1516,1664,83.899,83.881,1115.5068,1126.4754,37.46,38.44,2,1,1,M+2H,M+2H,543,603,0,-22.3,-21.0,0,17001,2648,1115.53169730035,1126.49908112775,BSubS04,153,171,M+2H,2,0,ESVEVNNFVPEYLTFDAEK,------------------,0.002326,0.079716,ESVEVNNFVPEYLTFDAEK,msuPulseD_peaks/BSubS04_153_171_0_1115.53169730035_83.89.txt,,0.139513200510354,1
msuPulseD_peaks/BSubS04_153_171_0_744.02373987759_83.89,Su,ESVEVNNFVPEYLTFDAEK,2232.071, 3,153, 0.67385E+01,19, 171.000, 0.17750E+03, 0.72993E-01, 0.16453E-02, 0.77795E+00, 0.18087E+00, 0.85804E+00, 0.46197E+00, 0.17416E-01, 0.17416E-01, 0.13589E+02, 0.76168E+01, 0.76168E+01, 0.52984E+04, 0.12123E-02, 0.12123E-02, 0.84136E+00, 0.38982E+00, 0.16398E+03, 0.25499E-01, 0.17416E-01, 0.76168E+01, 0.12123E-02, 0.15357E-02, 0.59880E+00, 0.95086E-04, 0.15357E-02, 0.59880E+00, 0.95086E-04, 0.69069E-03, 0.69069E-03, 0.53892E+00, 0.30207E+00, 0.30207E+00, 0.21013E+03, 0.48079E-04, 0.48079E-04, 0.33368E-01, 0.15460E-01, 0.65032E+01, 0.10113E-02, 0.69069E-03, 0.30207E+00, 0.48079E-04, 0.60906E-04, 0.23748E-01, 0.37710E-05, 0.60906E-04, 0.23748E-01, 0.37710E-05, 0.27213E+00, 0.27213E+00, 0.21233E+03, 0.11902E+03, 0.11902E+03, 0.82791E+05, 0.18943E-01, 0.18943E-01, 0.13147E+02, 0.60911E+01, 0.25623E+04, 0.39844E+00, 0.27213E+00, 0.11902E+03, 0.18943E-01, 0.23997E-01, 0.93566E+01, 0.14858E-02, 0.23997E-01, 0.93566E+01, 0.14858E-02, 0.83110E-04, 0.83110E-04, 0.64848E-01, 0.36348E-01, 0.36348E-01, 0.25285E+02, 0.57854E-05, 0.57854E-05, 0.40151E-02, 0.18603E-02, 0.78252E+00, 0.12169E-03, 0.83110E-04, 0.36348E-01, 0.57854E-05, 0.73287E-05, 0.28575E-02, 0.45376E-06, 0.73287E-05, 0.28575E-02, 0.45376E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,615,1515,1663,83.899,83.881,744.0063,751.3218,16.70,21.58,3,1,1,M+3H,M+3H,543,603,0,-23.4,-18.0,0,12437,2648,744.02373987759,751.335329095857,BSubS04,153,171,M+3H,3,0,ESVEVNNFVPEYLTFDAEK,------------------,0.001550,0.053144,ESVEVNNFVPEYLTFDAEK,msuPulseD_peaks/BSubS04_153_171_0_744.02373987759_83.89.txt,,0.188638117686323,1
msuPulseD_peaks/BSubS04_172_178_0_412.21960870346_36.107,Su,LEGTFTR, 824.439, 2,172, 0.20439E+02,19, 178.000, 0.14255E+03, 0.27953E-01, 0.35993E-02, 0.27612E+01, 0.48206E+00, 0.27093E+01, 0.29532E+00, 0.38240E-02, 0.38240E-02, 0.16555E+02, 0.36102E+01, 0.36102E+01, 0.18734E+05, 0.20442E-03, 0.20442E-03, 0.56605E+00, 0.15748E+00, 0.17661E+03, 0.62688E-02, 0.15272E-02, 0.20774E+01, 0.52470E-04, 0.29241E-03, 0.33090E+00, 0.99982E-05, 0.28550E-03, 0.32645E+00, 0.95486E-05, 0.41824E-03, 0.41824E-03, 0.18107E+01, 0.39486E+00, 0.39486E+00, 0.20490E+04, 0.22359E-04, 0.22359E-04, 0.61911E-01, 0.17225E-01, 0.19316E+02, 0.68564E-03, 0.16704E-03, 0.22721E+00, 0.57388E-05, 0.31982E-04, 0.36191E-01, 0.10935E-05, 0.31226E-04, 0.35705E-01, 0.10444E-05, 0.16144E+00, 0.16144E+00, 0.69892E+03, 0.15242E+03, 0.15242E+03, 0.79091E+06, 0.86304E-02, 0.86304E-02, 0.23898E+02, 0.66487E+01, 0.74561E+04, 0.26466E+00, 0.64477E-01, 0.87705E+02, 0.22152E-02, 0.12345E-01, 0.13970E+02, 0.42211E-03, 0.12053E-01, 0.13782E+02, 0.40312E-03, 0.63290E-05, 0.63290E-05, 0.27400E-01, 0.59752E-02, 0.59752E-02, 0.31007E+02, 0.33834E-06, 0.33834E-06, 0.93687E-03, 0.26065E-03, 0.29230E+00, 0.10375E-04, 0.25277E-05, 0.34383E-02, 0.86842E-07, 0.48397E-06, 0.54767E-03, 0.16548E-07, 0.47253E-06, 0.54030E-03, 0.15804E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,585,827,1103,36.115,36.099,412.2097,417.1961,198.99,171.13,2,1,1,M+2H,M+2H,286,390,0,-24.0,-20.8,0,4199,3407,412.21960870346,417.20478317046,BSubS04,172,178,M+2H,2,0,LEGTFTR,------,0.005617,0.005173,LEGTFTR,msuPulseD_peaks/BSubS04_172_178_0_412.21960870346_36.107.txt,,0.148634398722273,1
msuPulseD_peaks/BSubS04_15_24_0_466.774748065945_57.2965,Su,LGISLSGTGK, 933.549, 2,15 , 0.24929E+02,19,  24.000, 0.18595E+03, 0.36499E-01, 0.33079E-02, 0.29317E+01, 0.47904E+00, 0.27427E+01, 0.33894E+00, 0.44151E-02, 0.44151E-02, 0.17305E+02, 0.44353E+01, 0.44353E+01, 0.22142E+05, 0.22283E-03, 0.22283E-03, 0.58586E+00, 0.17199E+00, 0.21310E+03, 0.68290E-02, 0.14299E-02, 0.20023E+01, 0.51258E-04, 0.30779E-03, 0.39381E+00, 0.10420E-04, 0.29599E-03, 0.38322E+00, 0.97747E-05, 0.44182E-03, 0.44182E-03, 0.17317E+01, 0.44384E+00, 0.44384E+00, 0.22158E+04, 0.22299E-04, 0.22299E-04, 0.58627E-01, 0.17211E-01, 0.21325E+02, 0.68338E-03, 0.14309E-03, 0.20038E+00, 0.51295E-05, 0.30800E-04, 0.39409E-01, 0.10427E-05, 0.29620E-04, 0.38350E-01, 0.97816E-06, 0.17452E+00, 0.17452E+00, 0.68403E+03, 0.17532E+03, 0.17532E+03, 0.87523E+06, 0.88081E-02, 0.88081E-02, 0.23158E+02, 0.67983E+01, 0.84232E+04, 0.26994E+00, 0.56521E-01, 0.79148E+02, 0.20261E-02, 0.12166E-01, 0.15567E+02, 0.41188E-03, 0.11700E-01, 0.15148E+02, 0.38637E-03, 0.72416E-05, 0.72416E-05, 0.28384E-01, 0.72748E-02, 0.72748E-02, 0.36318E+02, 0.36549E-06, 0.36549E-06, 0.96093E-03, 0.28210E-03, 0.34952E+00, 0.11201E-04, 0.23453E-05, 0.32843E-02, 0.84075E-07, 0.50483E-06, 0.64594E-03, 0.17091E-07, 0.48549E-06, 0.62857E-03, 0.16033E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,534,1070,1204,57.311,57.282,466.7626,472.2468,141.67,144.37,2,1,1,M+2H,M+2H,377,427,0,-26.0,-24.6,0,5926,497,466.774748065945,472.258439979645,BSubS04,15,24,M+2H,2,0,LGISLSGTGK,---------,0.438057,0.004856,LGISLSGTGK,msuPulseD_peaks/BSubS04_15_24_0_466.774748065945_57.2965.txt,,0.140450459431091,1
msuPulseD_peaks/BSubS04_44_54_0_654.34626576856_60.358,Su,LSEYGLQLQEK,1308.692, 2,44 , 0.32689E+02,19,  54.000, 0.25087E+03, 0.47092E-01, 0.27056E-02, 0.37833E+01, 0.63646E+00, 0.37351E+01, 0.33864E+00, 0.56885E-02, 0.56885E-02, 0.32194E+02, 0.59286E+01, 0.59286E+01, 0.50004E+05, 0.26324E-03, 0.26324E-03, 0.93676E+00, 0.27433E+00, 0.37161E+03, 0.97235E-02, 0.22134E-02, 0.30086E+01, 0.74709E-04, 0.58388E-03, 0.90689E+00, 0.16990E-04, 0.56599E-03, 0.89044E+00, 0.16051E-04, 0.40561E-03, 0.40561E-03, 0.22955E+01, 0.42273E+00, 0.42273E+00, 0.35655E+04, 0.18770E-04, 0.18770E-04, 0.66794E-01, 0.19561E-01, 0.26497E+02, 0.69332E-03, 0.15782E-03, 0.21453E+00, 0.53270E-05, 0.41633E-04, 0.64665E-01, 0.12114E-05, 0.40357E-04, 0.63492E-01, 0.11445E-05, 0.16873E+00, 0.16873E+00, 0.95494E+03, 0.17586E+03, 0.17586E+03, 0.14832E+07, 0.78083E-02, 0.78083E-02, 0.27786E+02, 0.81374E+01, 0.11023E+05, 0.28842E+00, 0.65654E-01, 0.89243E+02, 0.22160E-02, 0.17319E-01, 0.26900E+02, 0.50395E-03, 0.16788E-01, 0.26413E+02, 0.47611E-03, 0.66327E-05, 0.66327E-05, 0.37538E-01, 0.69128E-02, 0.69128E-02, 0.58305E+02, 0.30694E-06, 0.30694E-06, 0.10923E-02, 0.31987E-03, 0.43330E+00, 0.11338E-04, 0.25808E-05, 0.35081E-02, 0.87111E-07, 0.68081E-06, 0.10574E-02, 0.19810E-07, 0.65994E-06, 0.10383E-02, 0.18715E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,311,1074,1249,60.373,60.343,654.3305,661.3105,126.20,130.24,2,1,1,M+2H,M+2H,378,443,0,-24.1,-22.7,0,10714,1095,654.34626576856,661.32551002236,BSubS04,44,54,M+2H,2,0,LSEYGLQLQEK,----------,0.002631,0.001336,LSEYGLQLQEK,msuPulseD_peaks/BSubS04_44_54_0_654.34626576856_60.358.txt,,0.144003294296523,1
msuPulseD_peaks/BSubS04_94_100_0_425.737634281235_39.0455,Su,LDNVVYK, 851.475, 2,94 , 0.75807E+02,19, 100.000, 0.23505E+03, 0.29872E-01, 0.35003E-02, 0.48626E+01, 0.84653E+00, 0.46187E+01, 0.41088E+00, 0.45956E-02, 0.45956E-02, 0.41753E+02, 0.84328E+01, 0.84328E+01, 0.93870E+05, 0.17369E-03, 0.17369E-03, 0.97556E+00, 0.27422E+00, 0.58397E+03, 0.76349E-02, 0.21271E-02, 0.51139E+01, 0.54083E-04, 0.46436E-03, 0.10440E+01, 0.10850E-04, 0.45686E-03, 0.10335E+01, 0.10497E-04, 0.46102E-03, 0.46102E-03, 0.41886E+01, 0.84596E+00, 0.84596E+00, 0.94167E+04, 0.17424E-04, 0.17424E-04, 0.97865E-01, 0.27509E-01, 0.58582E+02, 0.76592E-03, 0.21338E-03, 0.51301E+00, 0.54255E-05, 0.46583E-04, 0.10473E+00, 0.10884E-05, 0.45831E-04, 0.10368E+00, 0.10530E-05, 0.16689E+00, 0.16689E+00, 0.15163E+04, 0.30624E+03, 0.30624E+03, 0.34089E+07, 0.63076E-02, 0.63076E-02, 0.35427E+02, 0.99583E+01, 0.21207E+05, 0.27726E+00, 0.77245E-01, 0.18571E+03, 0.19640E-02, 0.16863E-01, 0.37912E+02, 0.39400E-03, 0.16591E-01, 0.37532E+02, 0.38120E-03, 0.38728E-05, 0.38728E-05, 0.35186E-01, 0.71064E-02, 0.71064E-02, 0.79105E+02, 0.14637E-06, 0.14637E-06, 0.82211E-03, 0.23109E-03, 0.49212E+00, 0.64340E-05, 0.17925E-05, 0.43095E-02, 0.45577E-07, 0.39132E-06, 0.87976E-03, 0.91431E-08, 0.38500E-06, 0.87096E-03, 0.88461E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,275,476,617,39.068,39.023,425.7278,430.2151,248.46,245.63,2,1,1,M+2H,M+2H,161,210,0,-23.1,-21.4,0,4643,3577,425.737634281235,430.224291301535,BSubS04,94,100,M+2H,2,0,LDNVVYK,------,0.019770,0.000218,LDNVVYK,msuPulseD_peaks/BSubS04_94_100_0_425.737634281235_39.0455.txt,,0.148276532501449,1
msuPulseD_peaks/BSubS04_126_142_0_614.688186187017_72.0955,Su,VDIPSYLVKPGQTIGVR,1844.064, 3,126, 0.12384E+03,19, 142.000, 0.42082E+03, 0.71441E-01, 0.18266E-02, 0.74378E+01, 0.10308E+01, 0.73461E+01, 0.31778E+00, 0.64962E-02, 0.64962E-02, 0.75742E+02, 0.14089E+02, 0.14089E+02, 0.25858E+06, 0.21707E-03, 0.21707E-03, 0.15640E+01, 0.49609E+00, 0.14749E+04, 0.12157E-01, 0.36568E-02, 0.10413E+02, 0.89319E-04, 0.86048E-03, 0.29377E+01, 0.17768E-04, 0.84594E-03, 0.29187E+01, 0.17115E-04, 0.38233E-03, 0.38233E-03, 0.44577E+01, 0.82922E+00, 0.82922E+00, 0.15219E+05, 0.12775E-04, 0.12775E-04, 0.92045E-01, 0.29197E-01, 0.86802E+02, 0.71549E-03, 0.21522E-03, 0.61284E+00, 0.52568E-05, 0.50643E-04, 0.17289E+00, 0.10457E-05, 0.49787E-04, 0.17178E+00, 0.10073E-05, 0.15675E+00, 0.15675E+00, 0.18277E+04, 0.33998E+03, 0.33998E+03, 0.62396E+07, 0.52379E-02, 0.52379E-02, 0.37739E+02, 0.11971E+02, 0.35589E+05, 0.29335E+00, 0.88240E-01, 0.25126E+03, 0.21553E-02, 0.20764E-01, 0.70887E+02, 0.42874E-03, 0.20413E-01, 0.70428E+02, 0.41300E-03, 0.38138E-05, 0.38138E-05, 0.44467E-01, 0.82716E-02, 0.82716E-02, 0.15181E+03, 0.12744E-06, 0.12744E-06, 0.91817E-03, 0.29125E-03, 0.86587E+00, 0.71371E-05, 0.21469E-05, 0.61132E-02, 0.52438E-07, 0.50517E-06, 0.17247E-02, 0.10431E-07, 0.49664E-06, 0.17135E-02, 0.10048E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,542,66,101,72.119,72.072,614.6715,621.9838,262.82,270.36,3,1,1,M+3H,M+3H,23,34,0,-27.1,-25.7,0,9858,338,614.688186187017,621.999775405283,BSubS04,126,142,M+3H,3,0,VDIPSYLVKPGQTIGVR,----------------,0.002404,0.005862,VDIPSYLVKPGQTIGVR,msuPulseD_peaks/BSubS04_126_142_0_614.688186187017_72.0955.txt,,0.121720237111211,1
msuPulseD_peaks/BSubS04_4_10_0_419.708876843175_45.7745,Su,YTGPSWK, 839.418, 2,4  , 0.10996E+04,19,  10.000, 0.16255E+03, 0.27131E-01, 0.35004E-02, 0.13715E+01, 0.24321E+00, 0.14812E+01, 0.33528E+00, 0.24398E-01, 0.24398E-01, 0.21294E+02, 0.38689E+03, 0.38689E+03, 0.22091E+06, 0.55088E-03, 0.55088E-03, 0.60868E+00, 0.54493E+00, 0.88309E+04, 0.12305E-01, 0.10496E-01, 0.28353E+03, 0.14748E-03, 0.74922E-03, 0.77728E+01, 0.21416E-04, 0.65505E-03, 0.69733E+01, 0.18948E-04, 0.22812E-02, 0.22812E-02, 0.19910E+01, 0.36174E+02, 0.36174E+02, 0.20655E+05, 0.51507E-04, 0.51507E-04, 0.56911E-01, 0.50951E-01, 0.82568E+03, 0.11505E-02, 0.98133E-03, 0.26510E+02, 0.13789E-04, 0.70052E-04, 0.72675E+00, 0.20024E-05, 0.61247E-04, 0.65200E+00, 0.17717E-05, 0.82808E+00, 0.82808E+00, 0.72272E+03, 0.13131E+05, 0.13131E+05, 0.74978E+07, 0.18697E-01, 0.18697E-01, 0.20659E+02, 0.18495E+02, 0.29972E+06, 0.41762E+00, 0.35622E+00, 0.96230E+04, 0.50055E-02, 0.25429E-01, 0.26381E+03, 0.72688E-03, 0.22233E-01, 0.23668E+03, 0.64311E-03, 0.70843E-04, 0.70843E-04, 0.61830E-01, 0.11234E+01, 0.11234E+01, 0.64145E+03, 0.15996E-05, 0.15996E-05, 0.17674E-02, 0.15823E-02, 0.25642E+02, 0.35728E-04, 0.30475E-04, 0.82326E+00, 0.42822E-06, 0.21755E-05, 0.22569E-01, 0.62185E-07, 0.19020E-05, 0.20248E-01, 0.55019E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,262,1487,1492,45.797,45.752,419.6990,424.1877,111.58,122.81,2,1,1,M+2H,M+2H,532,534,0,-23.5,-18.5,0,4452,3497,419.708876843175,424.195533863475,BSubS04,4,10,M+2H,2,0,YTGPSWK,------,0.010890,0.010830,YTGPSWK,msuPulseD_peaks/BSubS04_4_10_0_419.708876843175_45.7745.txt,,0.150621473825021,1
msuPulseD_peaks/BSubS05_53_62_0_1140.63769674298_32.462,Su,AQEVPEAIRK,1140.637, 1,53 , 0.18226E-02,19,  62.000, 0.90909E+01, 0.34608E-01, 0.34546E-02, 0.10905E-01, 0.36220E-02, 0.11011E-01, 0.37879E+00, 0.15016E-01, 0.39764E-02, 0.22209E+00, 0.92076E-01, 0.32052E-01, 0.15891E+01, 0.77707E-02, 0.16601E-02, 0.10522E+00, 0.53160E-01, 0.34393E+00, 0.26677E-01, 0.15016E-01, 0.92076E-01, 0.77707E-02, 0.11219E-02, 0.80276E-02, 0.53154E-03, 0.11219E-02, 0.80276E-02, 0.53154E-03, 0.36043E-03, 0.95451E-04, 0.53309E-02, 0.22102E-02, 0.76937E-03, 0.38144E-01, 0.18653E-03, 0.39849E-04, 0.25257E-02, 0.12760E-02, 0.82557E-02, 0.64036E-03, 0.36043E-03, 0.22102E-02, 0.18653E-03, 0.26931E-04, 0.19269E-03, 0.12759E-04, 0.26931E-04, 0.19269E-03, 0.12759E-04, 0.22852E+00, 0.60516E-01, 0.33798E+01, 0.14013E+01, 0.48778E+00, 0.24183E+02, 0.11826E+00, 0.25264E-01, 0.16013E+01, 0.80901E+00, 0.52341E+01, 0.40599E+00, 0.22852E+00, 0.14013E+01, 0.11826E+00, 0.17074E-01, 0.12217E+00, 0.80893E-02, 0.17074E-01, 0.12217E+00, 0.80893E-02, 0.60139E-02, 0.15926E-02, 0.88947E-01, 0.36877E-01, 0.12837E-01, 0.63643E+00, 0.31122E-02, 0.66488E-03, 0.42141E-01, 0.21291E-01, 0.13775E+00, 0.10684E-01, 0.60139E-02, 0.36877E-01, 0.31122E-02, 0.44934E-03, 0.32151E-02, 0.21289E-03, 0.44934E-03, 0.32151E-02, 0.21289E-03,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,193,1136,1322,32.496,32.428,1140.6172,1155.5725,0.60,0.67,1,1,1,M+H,M+H,402,471,0,-18.0,-17.9,0,17207,2828,1140.63769674298,1155.59322014398,BSubS05,53,62,M+H,1,1,AQEVPEAIRK,---------,0.068748,0.052874,AQEVPEAIRK,msuPulseD_peaks/BSubS05_53_62_0_1140.63769674298_32.462.txt,,0.249328835960625,1
msuPulseD_peaks/BSubS05_9_14_0_788.41540795754_38.669,Su,LELEER, 788.415, 1,9  , 0.78500E-01,19,  14.000, 0.18409E+02, 0.27736E-01, 0.46307E-02, 0.64132E-01, 0.24558E-01, 0.64570E-01, 0.26358E+00, 0.10673E-01, 0.10673E-01, 0.77550E+00, 0.55170E+00, 0.55170E+00, 0.34402E+02, 0.22538E-02, 0.22538E-02, 0.13937E+00, 0.69333E-01, 0.34215E+01, 0.13610E-01, 0.10673E-01, 0.55170E+00, 0.22538E-02, 0.54496E-03, 0.24175E-01, 0.97937E-04, 0.54496E-03, 0.24175E-01, 0.97937E-04, 0.66056E-03, 0.66056E-03, 0.47994E-01, 0.34144E-01, 0.34144E-01, 0.21291E+01, 0.13948E-03, 0.13948E-03, 0.86252E-02, 0.42909E-02, 0.21175E+00, 0.84228E-03, 0.66056E-03, 0.34144E-01, 0.13948E-03, 0.33726E-04, 0.14962E-02, 0.60611E-05, 0.33726E-04, 0.14962E-02, 0.60611E-05, 0.34481E+00, 0.34481E+00, 0.25053E+02, 0.17823E+02, 0.17823E+02, 0.11114E+04, 0.72811E-01, 0.72811E-01, 0.45024E+01, 0.22398E+01, 0.11053E+03, 0.43967E+00, 0.34481E+00, 0.17823E+02, 0.72811E-01, 0.17605E-01, 0.78099E+00, 0.31639E-02, 0.17605E-01, 0.78099E+00, 0.31639E-02, 0.81605E-03, 0.81605E-03, 0.59291E-01, 0.42181E-01, 0.42181E-01, 0.26302E+01, 0.17232E-03, 0.17232E-03, 0.10655E-01, 0.53009E-02, 0.26159E+00, 0.10405E-02, 0.81605E-03, 0.42181E-01, 0.17232E-03, 0.41665E-04, 0.18483E-02, 0.74878E-05, 0.41665E-04, 0.18483E-02, 0.74878E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,803,3294,4378,38.686,38.652,788.3991,797.3705,3.53,3.37,1,1,2,M+H,2M+H,1326,1851,0,-20.7,-22.9,0,13187,3131,788.41540795754,797.38872199814,BSubS05,9,14,M+H,1,0,LELEER,-----,0.011233,0.005345,LELEER,msuPulseD_peaks/BSubS05_9_14_0_788.41540795754_38.669.txt,,0.276897057165408,1
